Index,Sentence_index,Sentence,POS_Tagged_Tokens,Lemmas
53816,3810,,)[)],)
53817,3810,,",[,]",","
53818,3810,,making[VBG],make
53819,3810,,it[PRP],it
53820,3810,,one[CD],one
53821,3810,,of[IN],of
53822,3810,,his[PRP$],his
53823,3810,,signature[NN],signature
53824,3810,,songs[NNS],song
53825,3810,,![.],!
53826,3810,,ã°âââ[NN],ã°âââ
53827,3810,,hello[NN],hello
53828,3810,,there[RB],there
53829,3811,Ã°ÂÂÂ,![.],!
53830,3812,Hello there!,the[DT],the
53831,3812,,phrase[NN],phrase
53832,3812,,``[``],``
53833,3813,"The phrase ""poison chalice"" comes from a combination of very old, literal practices and a strong metaphorical sense, often with a subtle nod to historical and religious contexts.",poison[NN],poison
53834,3813,,chalice[NN],chalice
53835,3813,,''[''],''
53836,3813,,comes[VBZ],come
53837,3813,,from[IN],from
53838,3813,,a[DT],a
53839,3813,,combination[NN],combination
53840,3813,,of[IN],of
53841,3813,,very[RB],very
53842,3813,,old[JJ],old
53843,3813,,",[,]",","
53844,3813,,literal[JJ],literal
53845,3813,,practices[NNS],practice
53846,3813,,and[CC],and
53847,3813,,a[DT],a
53848,3813,,strong[JJ],strong
53849,3813,,metaphorical[JJ],metaphorical
53850,3813,,sense[NN],sense
53851,3813,,",[,]",","
53852,3813,,often[RB],often
53853,3813,,with[IN],with
53854,3813,,a[DT],a
53855,3813,,subtle[JJ],subtle
53856,3813,,nod[NN],nod
53857,3813,,to[TO],to
53858,3813,,historical[JJ],historical
53859,3813,,and[CC],and
53860,3813,,religious[JJ],religious
53861,3813,,contexts[NN],context
53862,3813,,.[.],.
53863,3813,,literal[JJ],literal
53864,3813,,origin[NN],origin
53865,3813,,:[:],:
53866,3814,Literal Origin:,1[CD],1
53867,3814,,.[.],.
53868,3814,,ancient[JJ],ancient
53869,3815,1.,practice[NN],practice
53870,3815,,:[:],:
53871,3816,"Ancient Practice: The idea of a ""poisoned chalice"" (or cup) literally comes from ancient and medieval times, when assassination by poison was a grim reality, especially for powerful figures like kings, emperors, or rivals.",the[DT],the
53872,3816,,idea[NN],idea
53873,3816,,of[IN],of
53874,3816,,a[DT],a
53875,3816,,``[``],``
53876,3816,,poisoned[JJ],poisoned
53877,3816,,chalice[NN],chalice
53878,3816,,''[''],''
53879,3816,,([(],(
53880,3816,,or[CC],or
53881,3816,,cup[NN],cup
53882,3816,,)[)],)
53883,3816,,literally[RB],literally
53884,3816,,comes[VBZ],come
53885,3816,,from[IN],from
53886,3816,,ancient[NN],ancient
53887,3816,,and[CC],and
53888,3816,,medieval[JJ],medieval
53889,3816,,times[NNS],time
53890,3816,,",[,]",","
53891,3816,,when[WRB],when
53892,3816,,assassination[NN],assassination
53893,3816,,by[IN],by
53894,3816,,poison[NN],poison
53895,3816,,was[VBD],be
53896,3816,,a[DT],a
53897,3816,,grim[JJ],grim
53898,3816,,reality[NN],reality
53899,3816,,",[,]",","
53900,3816,,especially[RB],especially
53901,3816,,for[IN],for
53902,3816,,powerful[JJ],powerful
53903,3816,,figures[NNS],figure
53904,3816,,like[IN],like
53905,3816,,kings[NNS],king
53906,3816,,",[,]",","
53907,3816,,emperors[NNS],emperor
53908,3816,,",[,]",","
53909,3816,,or[CC],or
53910,3816,,rivals[NNS],rival
53911,3816,,.[.],.
53912,3816,,poison[NN],poison
53913,3816,,would[MD],would
53914,3816,,be[VB],be
53915,3817,"Poison would be secretly administered in a drink, often in a formal drinking vessel like a chalice (a goblet-like cup, often associated with ceremony or royalty).",secretly[RB],secretly
53916,3817,,administered[VBN],administer
53917,3817,,in[IN],in
53918,3817,,a[DT],a
53919,3817,,drink[NN],drink
53920,3817,,",[,]",","
53921,3817,,often[RB],often
53922,3817,,in[IN],in
53923,3817,,a[DT],a
53924,3817,,formal[JJ],formal
53925,3817,,drinking[NN],drinking
53926,3817,,vessel[NN],vessel
53927,3817,,like[IN],like
53928,3817,,a[DT],a
53929,3817,,chalice[NN],chalice
53930,3817,,([(],(
53931,3817,,a[DT],a
53932,3817,,goblet-like[JJ],goblet-like
53933,3817,,cup[NN],cup
53934,3817,,",[,]",","
53935,3817,,often[RB],often
53936,3817,,associated[VBN],associate
53937,3817,,with[IN],with
53938,3817,,ceremony[NN],ceremony
53939,3817,,or[CC],or
53940,3817,,royalty[NN],royalty
53941,3817,,)[)],)
53942,3817,,.[.],.
53943,3817,,it[PRP],it
53944,3817,,was[VBD],be
53945,3817,,a[DT],a
53946,3818,It was a devious and effective way to eliminate an enemy.,devious[JJ],devious
53947,3818,,and[CC],and
53948,3818,,effective[JJ],effective
53949,3818,,way[NN],way
53950,3818,,to[TO],to
53951,3818,,eliminate[VB],eliminate
53952,3818,,an[DT],an
53953,3818,,enemy[NN],enemy
53954,3818,,.[.],.
53955,3818,,evolution[NN],evolution
53956,3818,,into[IN],into
53957,3818,,an[DT],an
53958,3819,Evolution into an Idiom (Metaphorical Meaning):,idiom[NN],idiom
53959,3819,,([(],(
53960,3819,,metaphorical[JJ],metaphorical
53961,3819,,meaning[NN],meaning
53962,3819,,)[)],)
53963,3819,,:[:],:
53964,3819,,2[CD],2
53965,3819,,.[.],.
53966,3819,,the[DT],the
53967,3820,2.,chalice[NN],chalice
53968,3820,,:[:],:
53969,3821,"The Chalice: The use of ""chalice"" rather than just ""cup"" adds a layer of formality, preciousness, or even sacredness, making the betrayal or danger seem even more insidious when it comes from something that should be honorable or desirable.",the[DT],the
53970,3821,,use[NN],use
53971,3821,,of[IN],of
53972,3821,,``[``],``
53973,3821,,chalice[NN],chalice
53974,3821,,''[''],''
53975,3821,,rather[RB],rather
53976,3821,,than[IN],than
53977,3821,,just[RB],just
53978,3821,,``[``],``
53979,3821,,cup[NN],cup
53980,3821,,''[''],''
53981,3821,,adds[VBZ],add
53982,3821,,a[DT],a
53983,3821,,layer[NN],layer
53984,3821,,of[IN],of
53985,3821,,formality[NN],formality
53986,3821,,",[,]",","
53987,3821,,preciousness[NN],preciousness
53988,3821,,",[,]",","
53989,3821,,or[CC],or
53990,3821,,even[RB],even
53991,3821,,sacredness[JJ],sacredness
53992,3821,,",[,]",","
53993,3821,,making[VBG],make
53994,3821,,the[DT],the
53995,3821,,betrayal[NN],betrayal
53996,3821,,or[CC],or
53997,3821,,danger[NN],danger
53998,3821,,seem[VBP],seem
53999,3821,,even[RB],even
54000,3821,,more[RBR],more
54001,3821,,insidious[JJ],insidious
54002,3821,,when[WRB],when
54003,3821,,it[PRP],it
54004,3821,,comes[VBZ],come
54005,3821,,from[IN],from
54006,3821,,something[NN],something
54007,3821,,that[WDT],that
54008,3821,,should[MD],should
54009,3821,,be[VB],be
54010,3821,,honorable[JJ],honorable
54011,3821,,or[CC],or
54012,3821,,desirable[JJ],desirable
54013,3821,,.[.],.
54014,3821,,3[CD],3
54015,3821,,.[.],.
54016,3821,,modern[JJ],modern
54017,3822,3.,usage[NN],usage
54018,3822,,:[:],:
54019,3823,"Modern Usage: Over time, the literal act evolved into a metaphorical idiom.",over[IN],over
54020,3823,,time[NN],time
54021,3823,,",[,]",","
54022,3823,,the[DT],the
54023,3823,,literal[JJ],literal
54024,3823,,act[NN],act
54025,3823,,evolved[VBD],evolve
54026,3823,,into[IN],into
54027,3823,,a[DT],a
54028,3823,,metaphorical[JJ],metaphorical
54029,3823,,idiom[NN],idiom
54030,3823,,.[.],.
54031,3823,,a[DT],a
54032,3823,,``[``],``
54033,3823,,poison[NN],poison
54034,3824,"A ""poison chalice"" now refers to a gift, position, or opportunity that seems desirable at first glance, but in reality, brings trouble, difficulty, or ruin to the person who accepts it.",chalice[NN],chalice
54035,3824,,''[''],''
54036,3824,,now[RB],now
54037,3824,,refers[VBZ],refer
54038,3824,,to[TO],to
54039,3824,,a[DT],a
54040,3824,,gift[NN],gift
54041,3824,,",[,]",","
54042,3824,,position[NN],position
54043,3824,,",[,]",","
54044,3824,,or[CC],or
54045,3824,,opportunity[NN],opportunity
54046,3824,,that[WDT],that
54047,3824,,seems[VBZ],seem
54048,3824,,desirable[JJ],desirable
54049,3824,,at[IN],at
54050,3824,,first[JJ],first
54051,3824,,glance[NN],glance
54052,3824,,",[,]",","
54053,3824,,but[CC],but
54054,3824,,in[IN],in
54055,3824,,reality[NN],reality
54056,3824,,",[,]",","
54057,3824,,brings[VBZ],bring
54058,3824,,trouble[NN],trouble
54059,3824,,",[,]",","
54060,3824,,difficulty[NN],difficulty
54061,3824,,",[,]",","
54062,3824,,or[CC],or
54063,3824,,ruin[NN],ruin
54064,3824,,to[TO],to
54065,3824,,the[DT],the
54066,3824,,person[NN],person
54067,3824,,who[WP],who
54068,3824,,accepts[VBZ],accept
54069,3824,,it[PRP],it
54070,3824,,.[.],.
54071,3824,,it[PRP],it
54072,3824,,'s[VBZ],'s
54073,3824,,a[DT],a
54074,3825,It's a responsibility or privilege that ultimately proves to be a burden or a source of great misfortune.,responsibility[NN],responsibility
54075,3825,,or[CC],or
54076,3825,,privilege[NN],privilege
54077,3825,,that[WDT],that
54078,3825,,ultimately[RB],ultimately
54079,3825,,proves[VBZ],prove
54080,3825,,to[TO],to
54081,3825,,be[VB],be
54082,3825,,a[DT],a
54083,3825,,burden[NN],burden
54084,3825,,or[CC],or
54085,3825,,a[DT],a
54086,3825,,source[NN],source
54087,3825,,of[IN],of
54088,3825,,great[JJ],great
54089,3825,,misfortune[NN],misfortune
54090,3825,,.[.],.
54091,3825,,connection[NN],connection
54092,3825,,([(],(
54093,3825,,often[RB],often
54094,3826,Connection (often misunderstood):,misunderstood[VBN],misunderstand
54095,3826,,)[)],)
54096,3826,,:[:],:
54097,3826,,it[PRP],it
54098,3826,,'s[VBZ],'s
54099,3826,,sometimes[RB],sometimes
54100,3827,"It's sometimes mistakenly linked directly to the biblical ""cup of suffering"" that Jesus refers to (e.g., in Gethsemane, ""let this cup pass from me"").",mistakenly[RB],mistakenly
54101,3827,,linked[VBN],link
54102,3827,,directly[RB],directly
54103,3827,,to[TO],to
54104,3827,,the[DT],the
54105,3827,,biblical[JJ],biblical
54106,3827,,``[``],``
54107,3827,,cup[NN],cup
54108,3827,,of[IN],of
54109,3827,,suffering[VBG],suffer
54110,3827,,''[''],''
54111,3827,,that[WDT],that
54112,3827,,jesus[VBZ],jesus
54113,3827,,refers[NNS],refers
54114,3827,,to[TO],to
54115,3827,,([(],(
54116,3827,,e.g.[VB],e.g.
54117,3827,,",[,]",","
54118,3827,,in[IN],in
54119,3827,,gethsemane[NN],gethsemane
54120,3827,,",[,]",","
54121,3827,,``[``],``
54122,3827,,let[VB],let
54123,3827,,this[DT],this
54124,3827,,cup[JJ],cup
54125,3827,,pass[NN],pas
54126,3827,,from[IN],from
54127,3827,,me[PRP],me
54128,3827,,''[''],''
54129,3827,,)[)],)
54130,3827,,.[.],.
54131,3827,,while[IN],while
54132,3827,,that[DT],that
54133,3827,,metaphor[NN],metaphor
54134,3828,"While that metaphor also speaks of impending doom or suffering, it's not the direct origin of the phrase ""poison chalice"" as we use it today in English.",also[RB],also
54135,3828,,speaks[VBZ],speak
54136,3828,,of[IN],of
54137,3828,,impending[VBG],impend
54138,3828,,doom[NN],doom
54139,3828,,or[CC],or
54140,3828,,suffering[NN],suffering
54141,3828,,",[,]",","
54142,3828,,it[PRP],it
54143,3828,,'s[VBZ],'s
54144,3828,,not[RB],not
54145,3828,,the[DT],the
54146,3828,,direct[JJ],direct
54147,3828,,origin[NN],origin
54148,3828,,of[IN],of
54149,3828,,the[DT],the
54150,3828,,phrase[NN],phrase
54151,3828,,``[``],``
54152,3828,,poison[NN],poison
54153,3828,,chalice[NN],chalice
54154,3828,,''[''],''
54155,3828,,as[IN],a
54156,3828,,we[PRP],we
54157,3828,,use[VBP],use
54158,3828,,it[PRP],it
54159,3828,,today[NN],today
54160,3828,,in[IN],in
54161,3828,,english[JJ],english
54162,3828,,.[.],.
54163,3828,,the[DT],the
54164,3828,,idiom[JJ],idiom
54165,3828,,points[NNS],point
54166,3829,"The idiom points more to a deceptive, harmful offer.",more[RBR],more
54167,3829,,to[TO],to
54168,3829,,a[DT],a
54169,3829,,deceptive[NN],deceptive
54170,3829,,",[,]",","
54171,3829,,harmful[JJ],harmful
54172,3829,,offer[NN],offer
54173,3829,,.[.],.
54174,3829,,so[RB],so
54175,3829,,",[,]",","
54176,3829,,it[PRP],it
54177,3830,"So, it stems from the historical reality of poisoned drinks, becoming a powerful metaphor for a seemingly good thing that leads to disaster!",stems[VBZ],stem
54178,3830,,from[IN],from
54179,3830,,the[DT],the
54180,3830,,historical[JJ],historical
54181,3830,,reality[NN],reality
54182,3830,,of[IN],of
54183,3830,,poisoned[JJ],poisoned
54184,3830,,drinks[NNS],drink
54185,3830,,",[,]",","
54186,3830,,becoming[VBG],become
54187,3830,,a[DT],a
54188,3830,,powerful[JJ],powerful
54189,3830,,metaphor[NN],metaphor
54190,3830,,for[IN],for
54191,3830,,a[DT],a
54192,3830,,seemingly[RB],seemingly
54193,3830,,good[JJ],good
54194,3830,,thing[NN],thing
54195,3830,,that[WDT],that
54196,3830,,leads[VBZ],lead
54197,3830,,to[TO],to
54198,3830,,disaster[VB],disaster
54199,3830,,![.],!
54200,3830,,ã°âââ[JJ],ã°âââ
54201,3830,,hello[NN],hello
54202,3830,,there[RB],there
54203,3831,Ã°ÂÂÂ,![.],!
54204,3832,Hello there!,the[DT],the
54205,3832,,poinsettia[NN],poinsettia
54206,3832,,was[VBD],be
54207,3833,The poinsettia was introduced to the United States by Joel Roberts Poinsett.,introduced[VBN],introduce
54208,3833,,to[TO],to
54209,3833,,the[DT],the
54210,3833,,united[JJ],united
54211,3833,,states[NNS],state
54212,3833,,by[IN],by
54213,3833,,joel[NN],joel
54214,3833,,roberts[NNS],robert
54215,3833,,poinsett[NN],poinsett
54216,3833,,.[.],.
54217,3833,,he[PRP],he
54218,3833,,was[VBD],be
54219,3833,,an[DT],an
54220,3834,"He was an American botanist, physician, and the first United States Minister to Mexico.",american[JJ],american
54221,3834,,botanist[NN],botanist
54222,3834,,",[,]",","
54223,3834,,physician[NN],physician
54224,3834,,",[,]",","
54225,3834,,and[CC],and
54226,3834,,the[DT],the
54227,3834,,first[JJ],first
54228,3834,,united[JJ],united
54229,3834,,states[NNS],state
54230,3834,,minister[NN],minister
54231,3834,,to[TO],to
54232,3834,,mexico[VB],mexico
54233,3834,,.[.],.
54234,3834,,he[PRP],he
54235,3834,,``[``],``
54236,3834,,discovered[VBD],discover
54237,3835,"He ""discovered"" the plant in Mexico in 1828 and sent samples back to the U.S.",''[''],''
54238,3835,,the[DT],the
54239,3835,,plant[NN],plant
54240,3835,,in[IN],in
54241,3835,,mexico[NN],mexico
54242,3835,,in[IN],in
54243,3835,,1828[CD],1828
54244,3835,,and[CC],and
54245,3835,,sent[VBD],send
54246,3835,,samples[NNS],sample
54247,3835,,back[RB],back
54248,3835,,to[TO],to
54249,3835,,the[DT],the
54250,3835,,u.s[NN],u.s
54251,3835,,.[.],.
54252,3835,,the[DT],the
54253,3835,,plant[NN],plant
54254,3835,,was[VBD],be
54255,3836,"The plant was then named ""poinsettia"" in his honor!",then[RB],then
54256,3836,,named[VBN],name
54257,3836,,``[``],``
54258,3836,,poinsettia[NN],poinsettia
54259,3836,,''[''],''
54260,3836,,in[IN],in
54261,3836,,his[PRP$],his
54262,3836,,honor[NN],honor
54263,3836,,![.],!
54264,3836,,ã°âââ[JJ],ã°âââ
54265,3836,,hello[NN],hello
54266,3836,,there[RB],there
54267,3837,Ã°ÂÂÂ,![.],!
54268,3838,Hello there!,yes[UH],yes
54269,3838,,",[,]",","
54270,3838,,there[EX],there
54271,3839,"Yes, there is a very significant difference between state senators and U.S.",is[VBZ],be
54272,3839,,a[DT],a
54273,3839,,very[RB],very
54274,3839,,significant[JJ],significant
54275,3839,,difference[NN],difference
54276,3839,,between[IN],between
54277,3839,,state[NN],state
54278,3839,,senators[NNS],senator
54279,3839,,and[CC],and
54280,3839,,u.s[JJ],u.s
54281,3839,,.[.],.
54282,3839,,senators[NNS],senator
54283,3839,,.[.],.
54284,3839,,they[PRP],they
54285,3840,Senators.,operate[VBP],operate
54286,3840,,at[IN],at
54287,3841,They operate at completely different levels of government and have distinct roles and responsibilities.,completely[RB],completely
54288,3841,,different[JJ],different
54289,3841,,levels[NNS],level
54290,3841,,of[IN],of
54291,3841,,government[NN],government
54292,3841,,and[CC],and
54293,3841,,have[VBP],have
54294,3841,,distinct[VBN],distinct
54295,3841,,roles[NNS],role
54296,3841,,and[CC],and
54297,3841,,responsibilities[NNS],responsibility
54298,3841,,.[.],.
54299,3841,,here[RB],here
54300,3841,,'s[VBZ],'s
54301,3841,,a[DT],a
54302,3842,Here's a breakdown:,breakdown[NN],breakdown
54303,3842,,:[:],:
54304,3842,,#[#],#
54305,3842,,#[#],#
54306,3842,,#[#],#
54307,3843,### U.S.,u.s[JJ],u.s
54308,3843,,.[.],.
54309,3843,,senator[NN],senator
54310,3843,,([(],(
54311,3843,,federal[JJ],federal
54312,3844,Senator (Federal Level),level[NN],level
54313,3844,,)[)],)
54314,3844,,government[NN],government
54315,3844,,level[NN],level
54316,3844,,:[:],:
54317,3845,Government Level: Federal (national) government.,federal[JJ],federal
54318,3845,,([(],(
54319,3845,,national[JJ],national
54320,3845,,)[)],)
54321,3845,,government[NN],government
54322,3845,,.[.],.
54323,3845,,legislature[NN],legislature
54324,3845,,:[:],:
54325,3845,,serves[NNS],serf
54326,3846,"Legislature: Serves in the United States Senate, which is one of the two chambers of the U.S. Congress (the legislative branch of the federal government).",in[IN],in
54327,3846,,the[DT],the
54328,3846,,united[JJ],united
54329,3846,,states[NNS],state
54330,3846,,senate[VBP],senate
54331,3846,,",[,]",","
54332,3846,,which[WDT],which
54333,3846,,is[VBZ],be
54334,3846,,one[CD],one
54335,3846,,of[IN],of
54336,3846,,the[DT],the
54337,3846,,two[CD],two
54338,3846,,chambers[NNS],chamber
54339,3846,,of[IN],of
54340,3846,,the[DT],the
54341,3846,,u.s.[JJ],u.s.
54342,3846,,congress[NN],congress
54343,3846,,([(],(
54344,3846,,the[DT],the
54345,3846,,legislative[JJ],legislative
54346,3846,,branch[NN],branch
54347,3846,,of[IN],of
54348,3846,,the[DT],the
54349,3846,,federal[JJ],federal
54350,3846,,government[NN],government
54351,3846,,)[)],)
54352,3846,,.[.],.
54353,3846,,constituency[NN],constituency
54354,3846,,:[:],:
54355,3846,,each[DT],each
54356,3847,Constituency: Each U.S.,u.s[NN],u.s
54357,3847,,.[.],.
54358,3847,,senator[NN],senator
54359,3847,,represents[VBZ],represent
54360,3847,,an[DT],an
54361,3848,Senator represents an entire state.,entire[JJ],entire
54362,3848,,state[NN],state
54363,3848,,.[.],.
54364,3848,,there[EX],there
54365,3848,,are[VBP],be
54366,3848,,two[CD],two
54367,3849,There are two U.S.,u.s[JJ],u.s
54368,3849,,.[.],.
54369,3849,,senators[NNS],senator
54370,3849,,for[IN],for
54371,3849,,every[DT],every
54372,3850,"Senators for every state, regardless of population.",state[NN],state
54373,3850,,",[,]",","
54374,3850,,regardless[RB],regardless
54375,3850,,of[IN],of
54376,3850,,population[NN],population
54377,3850,,.[.],.
54378,3850,,([(],(
54379,3850,,so[RB],so
54380,3850,,",[,]",","
54381,3851,"(So, 100 U.S.",100[CD],100
54382,3851,,u.s[NN],u.s
54383,3851,,.[.],.
54384,3851,,senators[NNS],senator
54385,3851,,total[JJ],total
54386,3851,,)[)],)
54387,3852,Senators total).,.[.],.
54388,3852,,term[NN],term
54389,3852,,length[NN],length
54390,3852,,:[:],:
54391,3853,Term Length: 6-year terms.,6-year[JJ],6-year
54392,3853,,terms[NNS],term
54393,3853,,.[.],.
54394,3853,,responsibilities[NNS],responsibility
54395,3853,,:[:],:
54396,3853,,creates[NNS],creates
54397,3854,Responsibilities:,and[CC],and
54398,3854,,votes[NNS],vote
54399,3855,Creates and votes on federal laws that apply to the entire country.,on[IN],on
54400,3855,,federal[JJ],federal
54401,3855,,laws[NNS],law
54402,3855,,that[WDT],that
54403,3855,,apply[VBP],apply
54404,3855,,to[TO],to
54405,3855,,the[DT],the
54406,3855,,entire[JJ],entire
54407,3855,,country[NN],country
54408,3855,,.[.],.
54409,3855,,confirms[VBZ],confirm
54410,3855,,presidential[JJ],presidential
